name,category,description,ingredients,diet_tags,allergens,sweet,salty,savory,spicy,sour,rich
Southern Pimento BCT,Traditional Sandwich,"Crispy bacon, with cucumber, tomato and pimento cheese","Wheatberry Bread, Tomato, Cucumber, Bacon, Red Bell Pepper, Mayonnaise, Cream Cheese, Cheddar Cheese, Kosher Salt, Tabasco Hot Sauce",,,,,,,,
Baja Turkey Wrap,Artisan,"Turkey, Guacamole, lettuce, tomato, onion and plant based chipotle mayo on a wrap","Water, Tortilla Variety Pack (Enriched Bleached Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Vegetable Shortening (Interesterified and Hydrogenated Soybean Oils), contains 2% or less of: Salt, Sodium Acid Pyrophosphate, Baking Soda, Distilled Monoglycerides, Enzymes, Vital Wheat Gluten, Cellulose Gum, Fumaric Acid, and Calcium Propionate and Sorbic Acid (to maintain freshness). TOMATO BASIL SEASONING (Tomato Powder, Spices, Salt, Sugar, Red Bell Pepper, Sun-Dried Tomato, Soybean Oil, Yeast, Onion Powder, Garlic Powder, Natural And Artificial Flavor, Extractives of Paprika); SPINACH HERB SEASONING (Spinach Powder, Onion Powder, Spice, Salt, Garlic Powder, Soybean Oil, Yellow 5 Lake, Blue 1 Lake, Natural And Artificial Flavor), Dextrose, Artificial Flavors, Propylen Glycol, Yellow 5, Blue 1; GARLIC HERB SEASONING (Sugar, Corn Maltodextrin, Salt, Modified Corn Starch, Spices, Dehydrated Garlic, Red Bell Pepper, Medium Chain Triglycerides, Dehydrated Tomato, Natural and Artificial Flavor, Onion powder).), Tomato, Vegan Mayonnaise (CANOLA OIL, WATER, SOYBEAN OIL, SUGAR, DISTILLED VINEGAR, SALT, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: MODIFIED FOOD STARCH (CORN, POTATO), LEMON JUICE CONCENTRATE, NATURAL FLAVOR, CALCIUM DISODIUM EDTA (USED TO PROTECT QUALITY), PAPRIKA OLEORESIN.), Deli Turkey Breast, Onion, Kosher Salt, Guacamole (Hass Avocados, Distilled Vinegar, Contains 2% Or Less Of: Water, Jalapeño Peppers, Salt, Dehydrated Onion, Granulated Garlic, Erythorbic Acid (To Maintain Color), Sugar, Citric Acid (To Acidify).), Cider Vinegar, Lettuce, Brown Sugar, Chipotle Peppers in Sauce (WATER, TOMATO PASTE, DRIED CHIPOTLE PEPPERS, DISTILLED VINEGAR, CORN OIL, CONTAINS 2% OR LESS OF IODIZED SALT (CONTAINS POTASSIUM IODATE), CORN STARCH, ONION POWDER, GARLIC POWDER, SPICES.), Mint, Thyme, Lime Juice, Kosher Salt, Rosemary, Cilantro",,,,,,,,
Boardwalk Tofu Wrap,Artisan,Italian seasoned tofu and spicy pepper relish on a spinach wrap,"Spinach Herb Tortilla, Tofu, Cherry Peppers, Banana Peppers, Roasted Red Peppers, Red Wine Vinegar, Pickle , Onion, Italian Seasoning, Garlic Powder, Kosher Salt",,,,,,,,
Corner Chicken Salad Croissant,Artisan,Creamy chicken salad with lettuce & tomato on a buttery croissant,"Croissant, Chicken, Tomato, Mayonnaise, Cucumber, Celery, Lettuce, Dijon Mustard, Lemon Juice, Black Pepper",,,,,,,,
Cavalier Club,Club,"Turkey, Ham, Bacon, lettuce, tomato & herb cream cheese layered on toasted artisan country white bread","Sour Dough Bread, Water, Bacon, Lettuce, Deli Ham, Tomato, Deli Turkey Breast, Onion, Kosher Salt, Cream Cheese, Brown Sugar, Mint, Lemon Juice, Thyme, Green Onion, Parsley, Rosemary, Garlic, Dried Tarragon, Basil, Kosher Salt, Crushed Red Pepper",,,,,,,,
Mediterranean Topped Hummus,Salad Entrée,"Creamy hummus topped with tabbouleh, tomato, Kalamata olives, feta and tzatziki sauce with puffy pita","Garbanzo Beans, Flat Bread (WHOLE WHEAT FLOUR, ENRICHED UNBLEACHED WHEAT FLOUR (WHEAT FLOUR,MALTED BARLEY FLOUR, ASCORBIC ACID ADDED AS A DOUGH CONDITIONER, NIACIN,REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEANOIL, YEAST, CONTAINS LESS THAN 2% OF THE FOLLOWING: SUGAR, NONFAT DRY MILK,WHEAT GLUTEN, SALT, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA,MONOCALCIUM PHOSPHATE), SODIUM STEAROYL LACTYLATE, GUAR GUM.), Tomato, Water, Lemon Juice, Tahini (SESAME SEEDS.), Bulgar Wheat, Tomato , Feta Cheese (Feta Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Powdered Cellulose, Natamycin [A Natural Mold Inhibitor]).), Kalamata Olives, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Sour Cream (Cultured Non-Fat Milk, Cream, Contains Less than 2% of: Whey, Food Starch-Modified (Corn), Sodium Phosphate (Sodium Tripolyphosphate), Guar Gum, Carrageenan, Calcium Sulfate, Locust Bean Gum, Potassium Sorbate (preservative).), Plain Non-Fat Greek Yogurt (CULTURED GRADE A NON FAT MILK, LIVE & ACTIVE  CULTURES S. THERMOPHILUS AND L. BULGARICUS.), Parsley, Lemon Juice, Cucumber, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Green Onion, Mint, Garlic, Lemon Juice, Kosher Salt, Garlic, Dill, Kosher Salt, Black Pepper, Kosher Salt, Garlic, Black Pepper",,,,,,,,
Meze Tomato Cucumber Salad,Side Salad,Plum tomatoes and cucumbers tossed in lemon herb dressing,"Cucumber, Tomato, Extra Virgin Olive Oil, Red Wine Vinegar, Water, Lemon Juice, Garlic, Basil, Parsley, Kosher Salt, Dried Oregano, Black Pepper",,,,,,,,
Seasoned Spinach,Vegetables - Green,Steamed spinach lightly seasoned with salt and pepper,"Spinach, Margarine, Kosher Salt, Black Pepper",,,,,,,,
Roasted Cauliflower,Vegetables - Non-Green,Fresh cauliflower seasoned and roasted,"Cauliflower, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Kosher Salt, Black Pepper",,,,,,,,
Roasted Mushrooms,Vegetables - Non-Green,"Sliced mushrooms roasted with oil, salt and pepper","Mushrooms, Canola Oil, Kosher Salt, Black Pepper",,,,,,,,
Green Chili Calabacitas,Vegetables - Non-Green,Sautéed zucchini with corn and green chilies,"Squash Zucchini, Corn Kernels, Green Chili Peppers, Onion, Canola Oil, Garlic, Kosher Salt, Black Pepper",,,,,,,,
Char-Grilled Garden Vegetables,Vegetables - Non-Green,"Grilled seasoned zucchini, yellow squash, eggplant, onions and red peppers","Red Bell Pepper, Squash Zucchini, Eggplant, Squash, Onion, Canola Oil, Montreal Steak Seasoning (COARSE SALT, SPICES (INCLUDING BLACK PEPPER AND RED PEPPER), GARLIC, ONION, SUNFLOWER OIL, NATURAL FLAVOR AND EXTRACTIVES OF PAPRIKA.)",,,,,,,,
Tuscan White Bean Salad,Composed Salad,"White beans, bell peppers, green onions and fresh basil and parsley tossed in a balsamic vinaigrette","Great Northern Beans, Balsamic Vinaigrette Dressing, Red Bell Pepper, Celery, Green Onion, Parsley, Basil, Kosher Salt, Black Pepper",,,,,,,,
Roasted Shawarma Chickpeas,Legumes,"Crispy, roasted shawarma-seasoned chickpeas","Garbanzo Beans, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Kosher Salt, Cumin, Garlic Powder, Paprika, Kosher Salt, Black Pepper, Coriander, Allspice, Turmeric, Cinnamon",,,,,,,,
Brown Rice & Lentils,Rice,Cooked brown rice and lentils,"Water, Water, Whole Grain Brown Rice, Lentil",,,,,,,,
Roasted Garlic Rice,Rice,White rice with roasted garlic,"Water, White Rice, Garlic, Canola Oil, Canola Oil, Kosher Salt, Black Pepper",,,,,,,,
Crispy Shoestring French Fries,Potato,Piping hot crispy shoestring French fries,"French Fries (Potatoes, Vegetable Oil (Contains One Or More Of The Following Oils: Canola, Soybean, Cottonseed, Sunflower, Corn), Potato Starch - Modified. Contains 2% or less of Dextrin, Dextrose, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate), Pea Fiber, Pea Protein, Rice Flour, Salt, Sodium Acid Pyrophosphate Added To Maintain Color, Xanthan Gum.)",,,,,,,,
Herb Roasted Red Potatoes,Potato,"Roasted quartered red potatoes tossed with rosemary, thyme and marjoram","Red Potato, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Kosher Salt, Dried Rosemary, Black Pepper, Dried Thyme Leaf, Dried Marjoram Leaf",,,,,,,,
Grilled Cumin Lime Chicken,POULTRY ENTREE,"Tender boneless chicken marinated in lime juice, cumin, and garlic","Chicken Breast (Boneless skinless chicken breast filets with rib meat CONTAINING: Up to 15% of a solution of water, sea salt.), Lime Juice, Cumin, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Garlic, Cayenne Pepper",,,,,,,,
Shredded Cheddar Cheese,Meat/Cheese/Egg/Protein/Nut (MTO),Shredded Cheddar cheese,,,,,,,,,
Black Beans,Meat/Cheese/Egg/Protein/Nut (MTO),Black beans,,,,,,,,,
Chopped Hard-Cooked Egg,Meat/Cheese/Egg/Protein/Nut (MTO),Chopped hard-cooked egg,,,,,,,,,
Swiss Cheese,Meat/Cheese/Egg/Protein/Nut (MTO),Sliced Swiss cheese,,,,,,,,,
Provolone Cheese,Meat/Cheese/Egg/Protein/Nut (MTO),Sliced provolone,,,,,,,,,
American Cheese,Meat/Cheese/Egg/Protein/Nut (MTO),Sliced American cheese,,,,,,,,,
Pepper Jack Cheese,Meat/Cheese/Egg/Protein/Nut (MTO),Sliced Monterey Jack cheese with hot chile peppers,,,,,,,,,
O'Hill Smash Burger*,Meat/Cheese/Egg/Protein/Nut (MTO),Juicy burger pressed with American cheese on a Martin's potato roll,"Ground Beef, Hamburger Roll (Unbleached Enriched Wheat Flour (flour, Ferrous Sulfate, Niacin, Thiamin, Riboflavin, Folic Acid), Nonfat Milk, Reconstituted Potatoes (from Potato Flour), Yeast, Sugar, Cane Sugar Syrup, Wheat Gluten, Sunflower Oil, Contains 2 Percent Or Less Of Each Of The Following: Salt, Butter, Dough Conditioners (sodium Stearoyl Lactylate, Monoglycerides And Diglycerides), Monocalcium Phosphate, Cultured Wheat Flour, Calcium Propionate (a Preservative), Guar Gum, Ascorbic Acid, Datem, Calcium Sulfate, Enzymes, Turmeric Color, Annatto Color, Sesame Seeds.), American Cheese (American Cheese (Milk, Cheese Culture, Salt, Enzymes), Water, Cream, Potassium Citrate, Sodium Citrate, Sorbic Acid As A Preservative, Color Added, Sunflower Lecithin (Release Agent).), Kosher Salt, Black Pepper",,,,,,,,
Chopped Fresh Spinach,Meat/Cheese/Egg/Protein/Nut (MTO),Chopped fresh spinach,,,,,,,,,
Goldfish® Crackers,Breads/Grains/Pasta/Cereal (MTO),Cheese-flavored Goldfish® Crackers,,,,,,,,,
Croutons,Breads/Grains/Pasta/Cereal (MTO),Homestyle seasoned croutons,,,,,,,,,
Smoky Chipotle Mayo,Spread,Vegan mayonnaise blended with chipotle peppers and cider vinegar,"Vegan Mayonnaise (CANOLA OIL, WATER, SOYBEAN OIL, SUGAR, DISTILLED VINEGAR, SALT, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: MODIFIED FOOD STARCH (CORN, POTATO), LEMON JUICE CONCENTRATE, NATURAL FLAVOR, CALCIUM DISODIUM EDTA (USED TO PROTECT QUALITY), PAPRIKA OLEORESIN.), Cider Vinegar, Chipotle Peppers in Sauce (WATER, TOMATO PASTE, DRIED CHIPOTLE PEPPERS, DISTILLED VINEGAR, CORN OIL, CONTAINS 2% OR LESS OF IODIZED SALT (CONTAINS POTASSIUM IODATE), CORN STARCH, ONION POWDER, GARLIC POWDER, SPICES.), Kosher Salt",,,,,,,,
Sliced Red Onions,Fruit/Vegetable/Herb/Salad (MTO),Thinly sliced red onions,,,,,,,,,
Feta Cheese Crumbles,Fruit/Vegetable/Herb/Salad (MTO),Crumbled feta,,,,,,,,,
Romaine Lettuce,Fruit/Vegetable/Herb/Salad (MTO),Chopped romaine lettuce,,,,,,,,,
Grape Tomatoes,Fruit/Vegetable/Herb/Salad (MTO),Fresh grape tomatoes,,,,,,,,,
Sliced Green Bell Peppers,Fruit/Vegetable/Herb/Salad (MTO),Sliced green bell peppers,,,,,,,,,
Roasted Corn,Fruit/Vegetable/Herb/Salad (MTO),Roasted corn tossed with salt and pepper,,,,,,,,,
Sliced Red Bell Peppers,Fruit/Vegetable/Herb/Salad (MTO),Sliced red bell peppers,,,,,,,,,
Shredded Carrots,Fruit/Vegetable/Herb/Salad (MTO),Shredded fresh carrots,,,,,,,,,
Spring Salad Mix,Fruit/Vegetable/Herb/Salad (MTO),Fresh spring lettuce mix,,,,,,,,,
Pickled Red Onion,Fruit/Vegetable/Herb/Salad (MTO),Thinly sliced red onion pickled with red wine vinegar,,,,,,,,,
Green Leaf Lettuce,Fruit/Vegetable/Herb/Salad (MTO),Green whole leaf lettuce,,,,,,,,,
Sliced Tomatoes,Fruit/Vegetable/Herb/Salad (MTO),Sliced fresh tomatoes,,,,,,,,,
Caramelized Onions,Fruit/Vegetable/Herb/Salad (MTO),Sliced onions slowly sauteed until golden,,,,,,,,,
Sliced Cucumber,Fruit/Vegetable/Herb/Salad (MTO),Sliced fresh cucumber,,,,,,,,,
Chilled Roasted Mushrooms,Fruit/Vegetable/Herb/Salad (MTO),Chilled roasted fresh button mushrooms tossed with garlic and herbs,,,,,,,,,
Dill Pickle Slices,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),Dill pickle slices,"Pickle Slices (FRESH  CUCUMBERS, WATER, SALT, DISTILLED VINEGAR, CONTAINS LESS THAN 2% OF DRIED  GARLIC, CALCIUM CHLORIDE, SPICE, SODIUM BENZOATE (TO PRESERVE FLAVOR),  MUSTARD SEED, DRIED RED PEPPERS, NATURAL FLAVOR, POLYSORBATE 80, OLEORESIN  TURMERIC)",,,,,,,,
Green Goddess Dressing,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),"Creamy, herb-infused plant-based mayo dressing","Vegan Mayonnaise (CANOLA OIL, WATER, SOYBEAN OIL, SUGAR, DISTILLED VINEGAR, SALT, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: MODIFIED FOOD STARCH (CORN, POTATO), LEMON JUICE CONCENTRATE, NATURAL FLAVOR, CALCIUM DISODIUM EDTA (USED TO PROTECT QUALITY), PAPRIKA OLEORESIN.), Lemon Juice, Green Onion, Dried Tarragon, Parsley, Kosher Salt, Black Pepper",,,,,,,,
Greek Dressing,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),Herb vinaigrette with lemon and feta,"Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Red Wine Vinegar, Lemon Juice, Granulated Sugar, Feta Cheese (Feta Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Powdered Cellulose, Natamycin [A Natural Mold Inhibitor]).), Garlic, Mint, Kosher Salt, Black Pepper, Dried Oregano",,,,,,,,
Lite Italian Dressing,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),Lite Italian salad dressing,,,,,,,,,
Balsamic Vinaigrette,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),Tangy balsamic vinaigrette dressing,,,,,,,,,
Ranch Dressing,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),Homestyle creamy ranch salad dressing,,,,,,,,,
Mayonnaise,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),Mayonnaise,,,,,,,,,
Honey Mustard Dressing,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),Honey mustard salad dressing,,,,,,,,,
Dijon Mustard,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),Dijon mustard,,,,,,,,,
Burger Sauce,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),"Creamy blend of mayonnaise, ketchup, sweet pickle relish, Worcestershire and hot pepper sauce",,,,,,,,,
Fat-Free French Dressing,Condiments/Spreads/Dressings/Sauces/Salsas (MTO),Fat-free French salad dressing,,,,,,,,,
Lemon Tahini Dressing,Salad Dressing,"A blend of tahini, fresh lemon juice, garlic, parsley and cumin","Water, Tahini (SESAME SEEDS.), Lemon Juice, Parsley, Garlic, Cumin, Kosher Salt",,,,,,,,
